,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,27.82543182373047,22.420425415039062,23.45591926574707,0.6386956572532654,5.606415748596191,10.742900848388672,1364.0440673828125,115.40145111083984,7.375748634338379,2.8058385848999023,173.50421142578125
std,11.497851371765137,14.436135292053223,11.98591136932373,0.044584110379219055,1.618838906288147,1.7820804119110107,351.1056823730469,64.63163757324219,1.2960493564605713,0.760329008102417,73.72982788085938
min,-10.628445625305176,-31.986865997314453,0.19939860701560974,0.46045807003974915,1.1581610441207886,5.2961745262146,701.1600952148438,0.7952083945274353,5.009575366973877,0.8111982345581055,51.798194885253906
25%,20.622122287750244,12.5885169506073,13.888841390609741,0.6118190437555313,4.565404176712036,9.5059974193573,1059.812255859375,62.48396682739258,6.3775492906570435,2.2430238723754883,116.12371635437012
50%,28.935287475585938,23.298633575439453,23.079511642456055,0.6485060155391693,5.830112934112549,10.806973457336426,1378.1808471679688,111.3283920288086,7.322263956069946,2.8967596292495728,172.69052124023438
75%,36.66648769378662,32.508179664611816,31.797001361846924,0.67417773604393,6.915083646774292,12.158042907714844,1658.5722961425781,166.36708068847656,8.235876560211182,3.452634036540985,217.1599235534668
max,55.55636215209961,49.896175384521484,49.34941482543945,0.69969642162323,7.9947662353515625,13.968242645263672,1994.0341796875,246.58651733398438,11.792757034301758,3.9773244857788086,455.14990234375
