,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,8.921976089477539,14.364303588867188,51.30036163330078,0.2817113995552063,2.549372673034668,6.409926414489746,1050.5418701171875,43.23881530761719,7.760562896728516,2.927698850631714,173.52334594726562
std,17.82475471496582,19.36141014099121,29.97859764099121,0.03855258598923683,0.7801870107650757,1.0880674123764038,280.6466979980469,120.16609954833984,1.8042705059051514,0.7638854384422302,82.74590301513672
min,-39.050594329833984,-41.92630386352539,4.110455513000488,0.20062664151191711,1.013992190361023,5.000308513641357,700.0072631835938,-245.62730407714844,5.021241664886475,0.41605889797210693,50.142757415771484
25%,-4.026166915893555,1.9890712797641754,36.51325702667236,0.2516181245446205,1.9197856783866882,5.596368789672852,818.9289093017578,-46.74673271179199,6.3927565813064575,2.4482221007347107,111.40386962890625
50%,8.43908977508545,16.161596298217773,48.21010208129883,0.2823362946510315,2.546296715736389,6.233613729476929,992.734375,58.46927833557129,7.541896820068359,3.034311056137085,158.13971710205078
75%,21.698259830474854,29.1809139251709,61.57068920135498,0.3134135603904724,3.192884624004364,6.88478696346283,1203.3217468261719,146.0321922302246,8.83420729637146,3.5629137754440308,221.71582794189453
max,49.69139862060547,49.50479507446289,359.83465576171875,0.34974414110183716,3.9966769218444824,12.842909812927246,1969.458251953125,247.07266235351562,17.902294158935547,3.9983561038970947,581.532958984375
