,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,-60.37960433959961,10.527379989624023,353.8656005859375,0.31541478633880615,4.070560932159424,12.348784446716309,1298.426513671875,-62.4383544921875,5.516419410705566,1.2156285047531128,286.7503967285156
std,3.7083377838134766,10.427260398864746,3.9049229621887207,0.025506213307380676,1.2686426639556885,1.838959813117981,258.3427734375,126.68734741210938,0.33667340874671936,0.42544084787368774,104.50556945800781
min,-70.58799743652344,-17.626482009887695,338.12518310546875,0.21010099351406097,1.0120317935943604,6.4805145263671875,582.474365234375,-249.95314025878906,5.006022930145264,0.24429801106452942,100.34168243408203
25%,-63.07064342498779,2.9975375533103943,351.48416900634766,0.30008941888809204,3.2079386115074158,11.276118516921997,1100.050048828125,-164.6119270324707,5.2410067319869995,0.8640713840723038,207.64701461791992
50%,-60.9059944152832,10.404107093811035,354.3143768310547,0.32025952637195587,4.239290714263916,12.672464370727539,1338.7056884765625,-85.08872604370117,5.487866640090942,1.2198817729949951,280.21923828125
75%,-57.85316181182861,18.117046356201172,356.8583450317383,0.33572447299957275,5.029271125793457,13.804281949996948,1516.0716247558594,30.19851064682007,5.728171110153198,1.5701763331890106,358.1366500854492
max,-47.086936950683594,41.30500793457031,359.994873046875,0.3499666154384613,5.995480060577393,14.986385345458984,1699.9351806640625,248.1838836669922,6.795407772064209,1.9950016736984253,605.9798583984375
