,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,32.413108825683594,25.97785186767578,27.18593406677246,0.244305819272995,3.4325108528137207,8.598455429077148,1248.8204345703125,114.13386535644531,7.226351737976074,2.398240566253662,323.457763671875
std,9.986392974853516,14.265093803405762,12.01037311553955,0.036614738404750824,0.9217608571052551,2.0474820137023926,335.1509094238281,65.44882202148438,1.323652744293213,0.9608039259910583,150.4946746826172
min,1.2906917333602905,-24.37312889099121,0.13908809423446655,0.130483016371727,1.0092949867248535,5.007994174957275,706.8880615234375,1.5421713590621948,5.002124786376953,0.2391248196363449,50.115478515625
25%,25.831401348114014,17.921029090881348,18.93823003768921,0.21777257695794106,2.739061713218689,7.029981970787048,974.7077941894531,63.43800067901611,6.151622533798218,1.6098928451538086,204.82211303710938
50%,33.21044158935547,27.833754539489746,27.940470695495605,0.24949153512716293,3.4458271265029907,8.40153980255127,1209.726318359375,107.68006134033203,7.051555156707764,2.443484663963318,306.5945281982422
75%,40.06596851348877,37.04995250701904,36.578590393066406,0.2753973454236984,4.205936074256897,10.061269283294678,1505.3646545410156,165.54995346069336,8.116632223129272,3.2049357295036316,429.5596237182617
max,49.97146224975586,49.88496398925781,49.69990921020508,0.29996371269226074,4.996070384979248,13.777323722839355,1999.0926513671875,247.75999450683594,12.294027328491211,3.9932804107666016,691.2481079101562
