,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,expansion rate,B decay rate,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,34.03385925292969,7.309281349182129,189.37588500976562,0.10124647617340088,2.8167054653167725,17.234638214111328,878.882080078125,-70.90287780761719,1.1400001049041748,1.6399998664855957,6.838452339172363,1.7011513710021973,428.215087890625
std,10.253196716308594,10.859737396240234,11.676007270812988,0.04167039692401886,0.7470443248748779,4.170986175537109,312.8967590332031,121.43302917480469,7.994834049895871e-06,1.0023373761214316e-05,1.0565720796585083,0.7209727168083191,77.32232666015625
min,-8.708971977233887,-21.349159240722656,150.68789672851562,0.05734356492757797,1.042002558708191,10.011787414550781,401.2742004394531,-249.90963745117188,1.1399999856948853,1.6399999856948853,5.003109455108643,0.20234954357147217,195.67689514160156
25%,27.604721069335938,-0.05621452163904905,181.42394256591797,0.07621166482567787,2.2848010063171387,13.935881853103638,600.8837280273438,-169.3425407409668,1.1399999856948853,1.6399999856948853,6.044039964675903,1.1432382464408875,374.7980041503906
50%,34.912729263305664,7.175346851348877,188.9705352783203,0.08724570646882057,2.918591618537903,16.96138095855713,854.8548278808594,-88.93841934204102,1.1399999856948853,1.6399999856948853,6.751945972442627,1.7200931906700134,417.1672668457031
75%,40.70846176147461,14.835737943649292,198.4643669128418,0.11091236397624016,3.4400633573532104,20.810673713684082,1129.226318359375,12.507318019866943,1.1399999856948853,1.6399999856948853,7.548337697982788,2.2944144010543823,472.3394012451172
max,58.09639358520508,42.888877868652344,221.46961975097656,0.3471511900424957,3.9917478561401367,24.954008102416992,1496.52490234375,244.7400665283203,1.1399999856948853,1.6399999856948853,10.316494941711426,2.9996793270111084,695.87060546875
