,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,-8.654828071594238,27.40230941772461,38.752349853515625,0.3044235110282898,3.7882676124572754,6.181161880493164,1125.83837890625,188.81863403320312,9.961275100708008,3.1290221214294434,116.23344421386719
std,6.517468452453613,10.16937255859375,44.47456359863281,0.029498115181922913,0.7329864501953125,0.8806126713752747,303.11181640625,39.75679397583008,1.8652905225753784,0.617872416973114,47.93675994873047
min,-37.65234375,-2.8889048099517822,0.047370340675115585,0.2193373292684555,1.5034453868865967,5.006117343902588,700.1907348632812,49.23508834838867,5.137302398681641,0.8935291767120361,50.12912368774414
25%,-11.92611289024353,20.52135944366455,24.17901039123535,0.2834101617336273,3.308407247066498,5.485646963119507,861.5545196533203,164.27785110473633,8.719603776931763,2.7335216999053955,79.41979598999023
50%,-7.430584192276001,28.272289276123047,33.55972862243652,0.31035391986370087,3.8468382358551025,6.028177499771118,1080.0302124023438,193.7373275756836,9.826598644256592,3.256057381629944,106.67164993286133
75%,-3.6351009607315063,34.80251598358154,42.285582542419434,0.32860613614320755,4.344167232513428,6.709541320800781,1308.5499877929688,218.11694717407227,11.217542886734009,3.614173173904419,143.8935890197754
max,-0.0013048409018665552,49.959293365478516,359.94122314453125,0.3499727249145508,4.983390808105469,9.698628425598145,1993.0447998046875,249.755859375,15.354423522949219,3.9990952014923096,286.1468811035156
