,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,expansion rate,B decay rate,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,29.996841430664062,16.75961685180664,206.73931884765625,0.11277558654546738,2.810300588607788,17.23754119873047,889.2447509765625,-10.322744369506836,1.1400001049041748,1.6399998664855957,6.608891487121582,1.7511975765228271,425.46697998046875
std,11.122275352478027,11.445022583007812,15.422362327575684,0.03747563809156418,0.7399662137031555,4.087480545043945,291.53228759765625,129.26608276367188,7.994834049895871e-06,1.0023373761214316e-05,1.067301630973816,0.734269380569458,82.5380630493164
min,-5.219749450683594,-19.05758285522461,169.5895233154297,0.05050745606422424,1.0220715999603271,10.098730087280273,403.7807312011719,-249.9007110595703,1.1399999856948853,1.6399999856948853,5.004735469818115,0.22374199330806732,187.2246551513672
25%,22.104016304016113,9.060333967208862,196.59052276611328,0.08678963035345078,2.33349472284317,13.898782968521118,650.4686279296875,-110.87531280517578,1.1399999856948853,1.6399999856948853,5.797298789024353,1.13569375872612,367.09144592285156
50%,30.648608207702637,16.288203239440918,205.75889587402344,0.10816282778978348,2.8675671815872192,17.16017723083496,881.4855651855469,-16.079803466796875,1.1399999856948853,1.6399999856948853,6.390385389328003,1.8154892921447754,413.99639892578125
75%,37.70793628692627,24.182252883911133,216.3188705444336,0.1305270567536354,3.424992024898529,20.38145112991333,1111.7594909667969,92.84310340881348,1.1399999856948853,1.6399999856948853,7.292490839958191,2.3248149156570435,476.6560974121094
max,56.75382614135742,46.965755462646484,268.35919189453125,0.2985159754753113,3.9983739852905273,24.95818519592285,1498.88818359375,248.77200317382812,1.1399999856948853,1.6399999856948853,10.089559555053711,2.9972407817840576,694.30419921875
